project,differences,metrics
Typescript,0.05116161623952331,DLD
Typescript,0.06754776057039524,DLD
Typescript,0.062299571281613564,DLD
Typescript,0.005116592354203919,DLD
nodejs,0.2528263465472399,NMI
nodejs,0.25,NMI
nodejs,0.4191380366113747,NMI
nodejs,0.782038320118607,NMI
nodejs,0.6335889622500728,NMI
nodejs,0.02758733789249479,NMI
nodejs,0.1705601067116389,NMI
nodejs,0.3834574626317261,NMI
nodejs,0.570973471845167,NMI
nodejs,0.39354887389871773,NMI
nodejs,0.3916239000287387,NMI
nodejs,0.45206759138221325,NMI
nodejs,0.3571593471354342,NMI
nodejs,0.38069698321260664,NMI
nodejs,0.48762669357444366,NMI
nodejs,0.25,NMI
nodejs,0.37960538732511073,NMI
nodejs,0.39698285555148904,NMI
nodejs,0.25,NMI
nodejs,0.41666666666666663,NMI
nodejs,0.2548469544688222,NMI
nodejs,0.03906006908002535,NMI
nodejs,0.44258394172752236,NMI
nodejs,0.19270145298147234,NMI
nodejs,0.275869633696337,ARI
nodejs,0.25,ARI
nodejs,0.43273542600896864,ARI
nodejs,0.8027357704215289,ARI
nodejs,0.3623676081200353,ARI
nodejs,0.1542993203362547,ARI
nodejs,0.16715116279069764,ARI
nodejs,0.39759821976672804,ARI
nodejs,0.5999194937686276,ARI
nodejs,0.41234955780314697,ARI
nodejs,0.3352550397067807,ARI
nodejs,0.24361670171222588,ARI
nodejs,0.3553575575236493,ARI
nodejs,0.6166921989158615,ARI
nodejs,0.36360497237569056,ARI
nodejs,0.25,ARI
nodejs,0.3123578363972773,ARI
nodejs,0.4137150982419855,ARI
nodejs,0.25,ARI
nodejs,0.41666666666666663,ARI
nodejs,0.18706496519721572,ARI
nodejs,0.3750901225666907,ARI
nodejs,0.3643109568634909,ARI
nodejs,0.09940930176302343,ARI
nodejs,0.2830705705705706,Shen-F
nodejs,0.2499999999999999,Shen-F
nodejs,0.435672514619883,Shen-F
nodejs,0.798949864498645,Shen-F
nodejs,0.6199675324675324,Shen-F
nodejs,0.0747785829307569,Shen-F
nodejs,0.2466908091908091,Shen-F
nodejs,0.38942307692307687,Shen-F
nodejs,0.5905555555555555,Shen-F
nodejs,0.39962121212121204,Shen-F
nodejs,0.3928571428571429,Shen-F
nodejs,0.4381720430107527,Shen-F
nodejs,0.42067515099223474,Shen-F
nodejs,0.05528375733855162,Shen-F
nodejs,0.49583333333333335,Shen-F
nodejs,0.25,Shen-F
nodejs,0.6225249903883122,Shen-F
nodejs,0.41369047619047616,Shen-F
nodejs,0.25,Shen-F
nodejs,0.41666666666666663,Shen-F
nodejs,0.2790564373897708,Shen-F
nodejs,0.00436507936507935,Shen-F
nodejs,0.48416666666666675,Shen-F
nodejs,0.3105158730158729,Shen-F
nodejs,0.02083333333333337,F1
nodejs,0.08333333333333337,F1
nodejs,0.09999999999999998,F1
nodejs,0.0625,F1
nodejs,0.1875,F1
nodejs,0.0625,F1
nodejs,0.10416666666666663,F1
nodejs,0.10416666666666663,F1
nodejs,0.375,F1
nodejs,0.16249999999999998,F1
nodejs,0.0625,F1
nodejs,0.09999999999999998,F1
nodejs,0.0625,F1
nodejs,0.044642857142857095,F1
nodejs,0.09999999999999998,F1
nodejs,0.02083333333333337,F1
nodejs,0.09999999999999998,F1
nodejs,0.0625,F1
nodejs,0.08750000000000002,F1
nodejs,0.2916666666666667,F1
nodejs,0.25,F1
nodejs,0.10416666666666663,F1
nodejs,0.25,F1
nodejs,0.2916666666666667,F1
nodejs,0.03835602912751179,DLD
nodejs,0.04082802344945213,DLD
nodejs,0.015479045095228017,DLD
nodejs,0.09573845325162977,DLD
nodejs,0.1385096148734416,DLD
nodejs,0.03895382072877074,DLD
nodejs,0.059986924967393884,DLD
nodejs,0.030932441536062782,DLD
nodejs,0.15152976709589885,DLD
nodejs,0.04477491786620058,DLD
nodejs,0.0872118543382625,DLD
nodejs,0.10335664926809934,DLD
nodejs,0.05004027003864464,DLD
nodejs,0.05326735616856215,DLD
nodejs,0.10583008534491256,DLD
nodejs,0.06390230141081621,DLD
nodejs,0.0011130046844602948,DLD
nodejs,0.05921411279973582,DLD
nodejs,0.02945006721031329,DLD
nodejs,0.2460217801009419,DLD
nodejs,0.09315686642181642,DLD
nodejs,0.01445444667878093,DLD
nodejs,0.11841780099297028,DLD
nodejs,0.2261842106780596,DLD
