project,differences,metrics
dl4j,0.2875510826009756,NMI
dl4j,0.3701538567359746,NMI
dl4j,0.1102345859661007,NMI
dl4j,0.4375,NMI
dl4j,0.3129733202058751,NMI
dl4j,0.34050401433764066,NMI
dl4j,0.625,NMI
dl4j,0.3143731161738247,NMI
dl4j,0.6115164238987353,NMI
dl4j,0.41514673923586765,NMI
dl4j,0.6336263825568998,NMI
dl4j,0.25651277683204,NMI
dl4j,0.27232668482861333,NMI
dl4j,0.4599934246485152,NMI
dl4j,0.41720353518662495,NMI
dl4j,0.41495984817927234,NMI
dl4j,0.5023217754339074,NMI
dl4j,0.4307986949250352,NMI
dl4j,0.5919949394566775,NMI
dl4j,0.6875,ARI
dl4j,0.3012239347234814,ARI
dl4j,0.17100442198357546,ARI
dl4j,0.40977780589916374,ARI
dl4j,0.3144525086778164,ARI
dl4j,0.6005042187221543,ARI
dl4j,0.3034184121869049,ARI
dl4j,0.06608401491734373,ARI
dl4j,0.0920205817258336,ARI
dl4j,0.4375,ARI
dl4j,0.30560848994611656,ARI
dl4j,0.043096113130667524,ARI
dl4j,0.625,ARI
dl4j,0.30572957452362304,ARI
dl4j,0.5761703913553898,ARI
dl4j,0.42738288249850676,ARI
dl4j,0.6151269174352982,ARI
dl4j,0.15066499305629744,ARI
dl4j,0.18805578169521242,ARI
dl4j,0.41760315828623973,ARI
dl4j,0.15658602150537632,ARI
dl4j,0.426905151236568,ARI
dl4j,0.2673509719543694,ARI
dl4j,0.27475369490665646,ARI
dl4j,0.5277751952398662,ARI
dl4j,0.6875,Shen-F
dl4j,0.6081818181818183,Shen-F
dl4j,0.37384049773755645,Shen-F
dl4j,0.5656524678837054,Shen-F
dl4j,0.36530612244897964,Shen-F
dl4j,0.6994641161307827,Shen-F
dl4j,0.29374999999999996,Shen-F
dl4j,0.38359788359788366,Shen-F
dl4j,0.09696634733480713,Shen-F
dl4j,0.4375,Shen-F
dl4j,0.3594389844389845,Shen-F
dl4j,0.28668202361806416,Shen-F
dl4j,0.6249999999999999,Shen-F
dl4j,0.3684766214177978,Shen-F
dl4j,0.642196499778467,Shen-F
dl4j,0.4707207207207207,Shen-F
dl4j,0.6519748798107177,Shen-F
dl4j,0.25255102040816324,Shen-F
dl4j,0.3560120435120434,Shen-F
dl4j,0.5206994756471326,Shen-F
dl4j,0.445012787723785,Shen-F
dl4j,0.4224624060150375,Shen-F
dl4j,0.5052971590173136,Shen-F
dl4j,0.5037335150342888,Shen-F
dl4j,0.6621777658431794,Shen-F
dl4j,0.25,F1
dl4j,0.25,F1
dl4j,0.125,F1
dl4j,0.10416666666666663,F1
dl4j,0.0625,F1
dl4j,0.125,F1
dl4j,0.125,F1
dl4j,0.020833333333333315,F1
dl4j,0.16249999999999998,F1
dl4j,0.041666666666666685,F1
dl4j,0.375,F1
dl4j,0.1875,F1
dl4j,0.1875,F1
dl4j,0.16249999999999998,F1
dl4j,0.044642857142857095,F1
dl4j,0.0,F1
dl4j,0.21250000000000002,F1
dl4j,0.1875,F1
dl4j,0.4375,F1
dl4j,0.3125,F1
dl4j,0.0,F1
dl4j,0.0,F1
dl4j,0.375,F1
dl4j,0.16249999999999998,F1
dl4j,0.03135434798755071,DLD
dl4j,0.037498784559154674,DLD
dl4j,0.03185595209888578,DLD
dl4j,0.024916846218598354,DLD
dl4j,0.008440226794016792,DLD
dl4j,0.012515460461870742,DLD
dl4j,0.06983043154047741,DLD
dl4j,0.07264724736677572,DLD
dl4j,0.011974838531466858,DLD
dl4j,0.03729235273981801,DLD
dl4j,0.040970290338026905,DLD
dl4j,0.09396022924865755,DLD
dl4j,0.047013874446673765,DLD
dl4j,0.018087071819174905,DLD
dl4j,0.021539853898894123,DLD
dl4j,0.0,DLD
dl4j,0.10102801683922613,DLD
dl4j,0.02262723301183231,DLD
dl4j,0.24206631599446143,DLD
dl4j,0.10971129975801253,DLD
dl4j,0.054339622591545234,DLD
dl4j,0.008031516329537747,DLD
dl4j,0.17825625471099155,DLD
dl4j,0.1636545823528302,DLD
ethereum,0.06722850524724422,NMI
ethereum,0.42949669384282474,NMI
ethereum,0.3011812721457484,NMI
ethereum,0.1937097911995248,NMI
ethereum,0.2353629462696104,NMI
ethereum,0.21525111448191014,NMI
ethereum,0.10833935815738371,NMI
ethereum,0.22843755724521397,NMI
ethereum,0.32171927835736636,NMI
ethereum,0.2511530260779272,NMI
ethereum,0.8349795202565852,NMI
ethereum,0.0799374888560439,NMI
ethereum,0.375,NMI
ethereum,0.4375,NMI
ethereum,0.3631460566365773,NMI
ethereum,0.4347929469347114,NMI
ethereum,0.44973405079852724,NMI
ethereum,0.3125,NMI
ethereum,0.39311353372616176,NMI
ethereum,0.6457269086328166,NMI
ethereum,0.25,NMI
ethereum,0.1875,NMI
ethereum,0.3658823153248255,NMI
ethereum,0.2296340598608969,NMI
ethereum,0.30958549222797926,ARI
ethereum,0.4348598499802605,ARI
ethereum,0.3028624856156502,ARI
ethereum,0.007354644429001689,ARI
ethereum,0.01552287581699352,ARI
ethereum,0.18500000000000005,ARI
ethereum,0.0766331658291457,ARI
ethereum,0.11331975996570942,ARI
ethereum,0.39750852452029084,ARI
ethereum,0.016447368421052655,ARI
ethereum,0.8154486203930391,ARI
ethereum,0.36585365853658536,ARI
ethereum,0.375,ARI
ethereum,0.4375,ARI
ethereum,0.24863982589771494,ARI
ethereum,0.33181949250288356,ARI
ethereum,0.46192384769539074,ARI
ethereum,0.3125,ARI
ethereum,0.41473368893442164,ARI
ethereum,0.5253087306145894,ARI
ethereum,0.25,ARI
ethereum,0.1875,ARI
ethereum,0.17639902676399022,ARI
ethereum,0.023840206185567037,ARI
ethereum,0.10750000000000004,Shen-F
ethereum,0.4813983995802177,Shen-F
ethereum,0.31580687830687815,Shen-F
ethereum,0.2679197994987469,Shen-F
ethereum,0.2777777777777778,Shen-F
ethereum,0.2250000000000001,Shen-F
ethereum,0.12142857142857144,Shen-F
ethereum,0.3164414414414414,Shen-F
ethereum,0.37083333333333335,Shen-F
ethereum,0.3208333333333333,Shen-F
ethereum,0.8534615384615385,Shen-F
ethereum,0.11111111111111116,Shen-F
ethereum,0.375,Shen-F
ethereum,0.4375,Shen-F
ethereum,0.3995726495726496,Shen-F
ethereum,0.45000000000000007,Shen-F
ethereum,0.4699248120300752,Shen-F
ethereum,0.3125,Shen-F
ethereum,0.39994972347913527,Shen-F
ethereum,0.6707222222222223,Shen-F
ethereum,0.25,Shen-F
ethereum,0.1875,Shen-F
ethereum,0.38142857142857145,Shen-F
ethereum,0.23750000000000004,Shen-F
ethereum,0.15000000000000002,F1
ethereum,0.125,F1
ethereum,0.03749999999999998,F1
ethereum,0.02083333333333337,F1
ethereum,0.1071428571428571,F1
ethereum,0.04166666666666663,F1
ethereum,0.15000000000000002,F1
ethereum,0.125,F1
ethereum,0.0625,F1
ethereum,0.125,F1
ethereum,0.08750000000000002,F1
ethereum,0.0,F1
ethereum,0.03749999999999998,F1
ethereum,0.22499999999999998,F1
ethereum,0.0,F1
ethereum,0.3125,F1
ethereum,0.125,F1
ethereum,0.35,F1
ethereum,0.375,F1
ethereum,0.03749999999999998,F1
ethereum,0.017857142857142905,F1
ethereum,0.5625,F1
ethereum,0.16249999999999998,F1
ethereum,0.017857142857142905,F1
ethereum,0.06444843446444937,DLD
ethereum,0.051876602184675824,DLD
ethereum,0.014169521285704145,DLD
ethereum,0.04139800128522364,DLD
ethereum,0.11576735616856215,DLD
ethereum,0.1017293958430171,DLD
ethereum,0.04403796032554497,DLD
ethereum,0.19247791728099461,DLD
ethereum,0.1147217389481544,DLD
ethereum,0.061271188517451114,DLD
ethereum,0.17346203967445506,DLD
ethereum,0.0,DLD
ethereum,0.024814119926897527,DLD
ethereum,0.045836581321754055,DLD
ethereum,0.060340555882721525,DLD
ethereum,0.0724886157976829,DLD
ethereum,0.139787364315901,DLD
ethereum,0.12178896227413505,DLD
ethereum,0.05823417991580088,DLD
ethereum,0.08119767964770652,DLD
ethereum,0.009232643831437848,DLD
ethereum,0.16608433528192346,DLD
ethereum,0.04666341867824586,DLD
ethereum,0.02381728895824875,DLD
Gitter,0.25,NMI
Gitter,0.19401277683203988,NMI
Gitter,0.5166910637339721,NMI
Gitter,0.1383779819638099,NMI
Gitter,0.2404314240397455,NMI
Gitter,0.5567269819580046,NMI
Gitter,0.48454352734985706,NMI
Gitter,0.36872309661127944,NMI
Gitter,0.3034010330780351,NMI
Gitter,0.5625,NMI
Gitter,0.07125277124162488,NMI
Gitter,0.2506407279307086,NMI
Gitter,0.4736349524211311,NMI
Gitter,0.18317478603366077,NMI
Gitter,0.30238633104467927,NMI
Gitter,0.12411263411687357,NMI
Gitter,0.38634675228805015,NMI
Gitter,0.07958528076514404,NMI
Gitter,0.375,NMI
Gitter,0.1875,NMI
Gitter,0.18217966056969304,NMI
Gitter,0.2635420752443769,NMI
Gitter,0.25,ARI
Gitter,0.08816499305629744,ARI
Gitter,0.508557115994829,ARI
Gitter,0.21190476190476193,ARI
Gitter,0.037076271186440635,ARI
Gitter,0.5792433604195332,ARI
Gitter,0.3258037357043857,ARI
Gitter,0.35144927536231885,ARI
Gitter,0.28889792167397144,ARI
Gitter,0.5625,ARI
Gitter,0.01643265674722627,ARI
Gitter,0.1799522755567852,ARI
Gitter,0.2810268794624108,ARI
Gitter,0.21907971864009376,ARI
Gitter,0.05882892804698975,ARI
Gitter,0.12604456824512533,ARI
Gitter,0.3148148148148149,ARI
Gitter,0.103997975708502,ARI
Gitter,0.375,ARI
Gitter,0.1875,ARI
Gitter,0.03094795539033457,ARI
Gitter,0.28087944664031617,ARI
Gitter,0.25,Shen-F
Gitter,0.19005102040816324,Shen-F
Gitter,0.5307539682539683,Shen-F
Gitter,0.14682539682539675,Shen-F
Gitter,0.2847222222222222,Shen-F
Gitter,0.5886752136752138,Shen-F
Gitter,0.4680227354099534,Shen-F
Gitter,0.38742690058479523,Shen-F
Gitter,0.33940422322775254,Shen-F
Gitter,0.5625,Shen-F
Gitter,0.1586934156378601,Shen-F
Gitter,0.22133867276887875,Shen-F
Gitter,0.471938775510204,Shen-F
Gitter,0.18704906204906213,Shen-F
Gitter,0.394483805668016,Shen-F
Gitter,0.12499999999999989,Shen-F
Gitter,0.41666666666666663,Shen-F
Gitter,0.12577160493827177,Shen-F
Gitter,0.375,Shen-F
Gitter,0.1874999999999999,Shen-F
Gitter,0.24093406593406597,Shen-F
Gitter,0.2772058823529412,Shen-F
Gitter,0.08333333333333337,F1
Gitter,0.08750000000000002,F1
Gitter,0.03749999999999998,F1
Gitter,0.08333333333333337,F1
Gitter,0.16249999999999998,F1
Gitter,0.375,F1
Gitter,0.3125,F1
Gitter,0.16249999999999998,F1
Gitter,0.22499999999999998,F1
Gitter,0.0625,F1
Gitter,0.21250000000000002,F1
Gitter,0.375,F1
Gitter,0.375,F1
Gitter,0.4375,F1
Gitter,0.16249999999999998,F1
Gitter,0.1875,F1
Gitter,0.025000000000000022,F1
Gitter,0.017857142857142905,F1
Gitter,0.16249999999999998,F1
Gitter,0.0625,F1
Gitter,0.02083333333333337,F1
Gitter,0.05559088925704514,DLD
Gitter,0.12853143314975835,DLD
Gitter,0.10783449797331546,DLD
Gitter,0.06822498653619591,DLD
Gitter,0.05465164788527854,DLD
Gitter,0.15656797831146346,DLD
Gitter,0.0633752513318383,DLD
Gitter,0.05445972593238735,DLD
Gitter,0.09849458226263585,DLD
Gitter,0.12002598888717314,DLD
Gitter,0.08923795371531917,DLD
Gitter,0.01605898902598535,DLD
Gitter,0.07456928315147221,DLD
Gitter,0.16376970966631987,DLD
Gitter,0.03014621318197208,DLD
Gitter,0.08478251149948424,DLD
Gitter,0.05798150036007166,DLD
Gitter,0.009232643831437848,DLD
Gitter,0.15001080513917098,DLD
Gitter,0.08152830160347091,DLD
Gitter,0.007757412682243281,DLD
Typescript,0.21599394318379117,NMI
Typescript,0.25,NMI
Typescript,0.40922885943886667,NMI
Typescript,0.42773616019790583,NMI
Typescript,0.4530987803400073,NMI
Typescript,0.5509111477247396,NMI
Typescript,0.38280231821008914,NMI
Typescript,0.5303855452359714,NMI
Typescript,0.6766616459517276,NMI
Typescript,0.07311927248171235,NMI
Typescript,0.4333627216095495,NMI
Typescript,0.33276546522341177,NMI
Typescript,0.27216799417795823,NMI
Typescript,0.125,NMI
Typescript,0.7211446570717812,NMI
Typescript,0.15684077979561295,NMI
Typescript,0.773278277981434,NMI
Typescript,0.5152410979674614,NMI
Typescript,0.5825218213166298,NMI
Typescript,0.05652780892494691,NMI
Typescript,0.7009387605224542,NMI
Typescript,0.494525349645558,NMI
Typescript,0.23931704717014313,NMI
Typescript,0.3587113187093788,NMI
Typescript,0.40450739072091013,NMI
Typescript,0.06595778413209186,NMI
Typescript,0.08374438233037385,ARI
Typescript,0.25,ARI
Typescript,0.34830809282028474,ARI
Typescript,0.41266075598905216,ARI
Typescript,0.44793877459660303,ARI
Typescript,0.5500926520082241,ARI
Typescript,0.3490077653149266,ARI
Typescript,0.5445437377458592,ARI
Typescript,0.6292640858566501,ARI
Typescript,0.05077851925872867,ARI
Typescript,0.4608274337591336,ARI
Typescript,0.6573323175726596,ARI
Typescript,0.2738594599578392,ARI
Typescript,0.125,ARI
Typescript,0.6705569642930971,ARI
Typescript,0.1613813538543838,ARI
Typescript,0.7756728045325779,ARI
Typescript,0.276821702567979,ARI
Typescript,0.5852037567653614,ARI
Typescript,0.22923310906747635,ARI
Typescript,0.7183097052438331,ARI
Typescript,0.45530820863353655,ARI
Typescript,0.4563091061171666,ARI
Typescript,0.3295184868933966,ARI
Typescript,0.3773630634997577,ARI
Typescript,0.205085208202279,ARI
Typescript,0.2587991718426501,Shen-F
Typescript,0.2499999999999999,Shen-F
Typescript,0.4454431438127091,Shen-F
Typescript,0.48290598290598274,Shen-F
Typescript,0.48451894834873555,Shen-F
Typescript,0.5966840177366493,Shen-F
Typescript,0.4480272108843537,Shen-F
Typescript,0.5670278967736594,Shen-F
Typescript,0.7252380952380952,Shen-F
Typescript,0.26557514026889284,Shen-F
Typescript,0.4559748427672955,Shen-F
Typescript,0.18042452830188682,Shen-F
Typescript,0.3069055944055944,Shen-F
Typescript,0.125,Shen-F
Typescript,0.7426256157635469,Shen-F
Typescript,0.1794015225137673,Shen-F
Typescript,0.7612179487179487,Shen-F
Typescript,0.5276100628930818,Shen-F
Typescript,0.6031818181818182,Shen-F
Typescript,0.0571887351778656,Shen-F
Typescript,0.7055555555555555,Shen-F
Typescript,0.5322510822510822,Shen-F
Typescript,0.04626949204878794,Shen-F
Typescript,0.4689054726368159,Shen-F
Typescript,0.4231884057971015,Shen-F
Typescript,0.28580447330447345,Shen-F
Typescript,0.0,F1
Typescript,0.15000000000000002,F1
Typescript,0.10416666666666669,F1
Typescript,0.0,F1
Typescript,0.08750000000000002,F1
Typescript,0.25,F1
Typescript,0.125,F1
Typescript,0.25,F1
Typescript,0.0625,F1
Typescript,0.08750000000000002,F1
Typescript,0.3541666666666667,F1
Typescript,0.125,F1
Typescript,0.08750000000000002,F1
Typescript,0.02083333333333337,F1
Typescript,0.03749999999999998,F1
Typescript,0.08333333333333331,F1
Typescript,0.22499999999999998,F1
Typescript,0.08750000000000002,F1
Typescript,0.25,F1
Typescript,0.03749999999999998,F1
Typescript,0.02083333333333337,F1
Typescript,0.04166666666666663,F1
Typescript,0.0625,F1
Typescript,0.125,F1
Typescript,0.02173793842020777,DLD
Typescript,0.10561171404535208,DLD
Typescript,0.21433401705129884,DLD
Typescript,0.07362027190738996,DLD
Typescript,0.07528895768169652,DLD
Typescript,0.07663794059920415,DLD
Typescript,0.04305548765428174,DLD
Typescript,0.04439328229208139,DLD
Typescript,0.034077447883856526,DLD
Typescript,0.10097772136849381,DLD
Typescript,0.11942702672276373,DLD
Typescript,0.020376458343264958,DLD
Typescript,0.04985627575530455,DLD
Typescript,0.06589606250968383,DLD
Typescript,0.14521742337887544,DLD
Typescript,0.09709309941102384,DLD
Typescript,0.04173651014391844,DLD
Typescript,0.02844455936688295,DLD
Typescript,0.1134499256875372,DLD
Typescript,0.03207552913399164,DLD
